,Year,Season,NOC,Name,Event,Sport,region,notes
1384,1992,Winter,CHI,5,4,['Alpine Skiing'],Chile,
1385,1994,Winter,CHI,3,3,['Alpine Skiing'],Chile,
1386,1996,Summer,CHI,21,18,"['Boxing' 'Cycling' 'Athletics' 'Tennis' 'Shooting' 'Sailing'
 'Weightlifting' 'Fencing' 'Table Tennis' 'Swimming']",Chile,
1387,1998,Winter,CHI,3,3,['Alpine Skiing'],Chile,
1388,2000,Summer,CHI,50,28,"['Football' 'Triathlon' 'Fencing' 'Rowing' 'Athletics' 'Table Tennis'
 'Judo' 'Equestrianism' 'Tennis' 'Cycling' 'Shooting' 'Swimming'
 'Taekwondo' 'Archery']",Chile,
1389,2002,Winter,CHI,6,8,['Biathlon' 'Alpine Skiing'],Chile,
1390,2004,Summer,CHI,22,25,"['Cycling' 'Shooting' 'Sailing' 'Tennis' 'Fencing' 'Rowing' 'Swimming'
 'Judo' 'Athletics' 'Table Tennis' 'Canoeing']",Chile,
1391,2006,Winter,CHI,9,10,['Alpine Skiing' 'Biathlon'],Chile,
1392,2008,Summer,CHI,26,26,"['Cycling' 'Shooting' 'Athletics' 'Modern Pentathlon' 'Sailing' 'Swimming'
 'Tennis' 'Fencing' 'Equestrianism' 'Rowing' 'Canoeing' 'Judo'
 'Weightlifting' 'Triathlon']",Chile,
1393,2010,Winter,CHI,3,8,['Alpine Skiing'],Chile,
1394,2012,Summer,CHI,35,36,"['Athletics' 'Wrestling' 'Fencing' 'Modern Pentathlon' 'Equestrianism'
 'Gymnastics' 'Taekwondo' 'Shooting' 'Sailing' 'Weightlifting' 'Cycling'
 'Swimming' 'Triathlon' 'Table Tennis' 'Archery' 'Rowing' 'Judo']",Chile,
1395,2014,Winter,CHI,6,12,['Alpine Skiing' 'Cross Country Skiing' 'Freestyle Skiing'],Chile,
1396,2016,Summer,CHI,42,36,"['Rowing' 'Weightlifting' 'Golf' 'Athletics' 'Judo' 'Gymnastics'
 'Shooting' 'Sailing' 'Beach Volleyball' 'Swimming' 'Equestrianism'
 'Taekwondo' 'Cycling' 'Tennis' 'Triathlon' 'Archery']",Chile,
1397,1912,Summer,JPN,2,4,['Athletics'],Japan,
1398,1920,Summer,JPN,15,15,['Athletics' 'Tennis' 'Swimming' 'Diving'],Japan,
1399,1924,Summer,JPN,19,21,['Tennis' 'Swimming' 'Athletics' 'Wrestling'],Japan,
1400,1928,Summer,JPN,40,31,"['Athletics' 'Swimming' 'Rowing' 'Equestrianism' 'Boxing' 'Wrestling'
 'Diving']",Japan,
1401,1928,Winter,JPN,6,4,['Cross Country Skiing' 'Ski Jumping' 'Nordic Combined'],Japan,
1402,1932,Summer,JPN,157,66,"['Athletics' 'Art Competitions' 'Swimming' 'Rowing' 'Water Polo'
 'Gymnastics' 'Hockey' 'Wrestling' 'Boxing' 'Equestrianism' 'Diving']",Japan,
1403,1932,Winter,JPN,16,9,"['Ski Jumping' 'Cross Country Skiing' 'Speed Skating' 'Nordic Combined'
 'Figure Skating']",Japan,
1404,1936,Summer,JPN,220,79,"['Athletics' 'Rowing' 'Swimming' 'Art Competitions' 'Gymnastics'
 'Basketball' 'Sailing' 'Water Polo' 'Hockey' 'Boxing' 'Football'
 'Equestrianism' 'Wrestling' 'Diving']",Japan,
1405,1936,Winter,JPN,31,13,"['Ski Jumping' 'Speed Skating' 'Ice Hockey' 'Figure Skating'
 'Cross Country Skiing' 'Nordic Combined' 'Alpine Skiing']",Japan,
1406,1952,Summer,JPN,69,60,"['Swimming' 'Cycling' 'Rowing' 'Athletics' 'Shooting' 'Wrestling' 'Boxing'
 'Sailing' 'Gymnastics' 'Equestrianism' 'Fencing' 'Diving' 'Weightlifting']",Japan,
1407,1952,Winter,JPN,13,10,"['Speed Skating' 'Ski Jumping' 'Cross Country Skiing' 'Nordic Combined'
 'Alpine Skiing']",Japan,
1408,1956,Summer,JPN,112,72,"['Gymnastics' 'Athletics' 'Swimming' 'Basketball' 'Wrestling' 'Diving'
 'Rowing' 'Football' 'Weightlifting' 'Shooting' 'Boxing' 'Equestrianism'
 'Cycling' 'Fencing']",Japan,
1409,1956,Winter,JPN,10,12,"['Speed Skating' 'Alpine Skiing' 'Cross Country Skiing' 'Ski Jumping'
 'Nordic Combined']",Japan,
1410,1960,Summer,JPN,161,96,"['Wrestling' 'Hockey' 'Gymnastics' 'Equestrianism' 'Water Polo' 'Rowing'
 'Athletics' 'Swimming' 'Fencing' 'Weightlifting' 'Boxing' 'Sailing'
 'Basketball' 'Shooting' 'Diving' 'Cycling' 'Modern Pentathlon']",Japan,
1411,1960,Winter,JPN,41,20,"['Ice Hockey' 'Ski Jumping' 'Nordic Combined' 'Figure Skating'
 'Speed Skating' 'Alpine Skiing' 'Cross Country Skiing']",Japan,
1412,1964,Summer,JPN,328,155,"['Gymnastics' 'Rowing' 'Cycling' 'Athletics' 'Water Polo' 'Fencing'
 'Diving' 'Swimming' 'Basketball' 'Equestrianism' 'Volleyball' 'Canoeing'
 'Wrestling' 'Weightlifting' 'Modern Pentathlon' 'Sailing' 'Boxing' 'Judo'
 'Shooting' 'Hockey' 'Football']",Japan,
1413,1964,Winter,JPN,47,22,"['Speed Skating' 'Ski Jumping' 'Nordic Combined' 'Figure Skating'
 'Alpine Skiing' 'Ice Hockey' 'Cross Country Skiing' 'Biathlon']",Japan,
1414,1968,Summer,JPN,171,97,"['Athletics' 'Rowing' 'Equestrianism' 'Diving' 'Wrestling' 'Gymnastics'
 'Swimming' 'Fencing' 'Modern Pentathlon' 'Volleyball' 'Weightlifting'
 'Cycling' 'Water Polo' 'Shooting' 'Football' 'Hockey' 'Boxing' 'Canoeing']",Japan,
1415,1968,Winter,JPN,61,28,"['Ice Hockey' 'Ski Jumping' 'Speed Skating' 'Alpine Skiing'
 'Figure Skating' 'Nordic Combined' 'Cross Country Skiing' 'Biathlon']",Japan,
1416,1972,Summer,JPN,184,113,"['Wrestling' 'Basketball' 'Archery' 'Weightlifting' 'Swimming' 'Boxing'
 'Water Polo' 'Handball' 'Cycling' 'Volleyball' 'Fencing' 'Equestrianism'
 'Athletics' 'Gymnastics' 'Canoeing' 'Shooting' 'Rowing' 'Judo'
 'Modern Pentathlon' 'Diving' 'Sailing']",Japan,
1417,1972,Winter,JPN,85,35,"['Bobsleigh' 'Cross Country Skiing' 'Ice Hockey' 'Ski Jumping' 'Luge'
 'Nordic Combined' 'Speed Skating' 'Alpine Skiing' 'Figure Skating'
 'Biathlon']",Japan,
1418,1976,Summer,JPN,213,119,"['Basketball' 'Wrestling' 'Weightlifting' 'Volleyball' 'Shooting'
 'Athletics' 'Swimming' 'Cycling' 'Judo' 'Equestrianism' 'Gymnastics'
 'Handball' 'Sailing' 'Canoeing' 'Boxing' 'Rowing' 'Fencing' 'Diving'
 'Modern Pentathlon' 'Archery']",Japan,
1419,1976,Winter,JPN,58,29,"['Bobsleigh' 'Ice Hockey' 'Alpine Skiing' 'Biathlon'
 'Cross Country Skiing' 'Speed Skating' 'Luge' 'Ski Jumping'
 'Nordic Combined' 'Figure Skating']",Japan,
1420,1980,Winter,JPN,50,27,"['Ski Jumping' 'Ice Hockey' 'Biathlon' 'Speed Skating' 'Bobsleigh'
 'Nordic Combined' 'Figure Skating' 'Alpine Skiing' 'Luge'
 'Cross Country Skiing']",Japan,
1421,1984,Summer,JPN,226,147,"['Rowing' 'Cycling' 'Wrestling' 'Shooting' 'Rhythmic Gymnastics'
 'Modern Pentathlon' 'Fencing' 'Volleyball' 'Water Polo'
 'Synchronized Swimming' 'Sailing' 'Athletics' 'Canoeing' 'Handball'
 'Gymnastics' 'Boxing' 'Equestrianism' 'Judo' 'Weightlifting' 'Swimming'
 'Archery' 'Diving']",Japan,
1422,1984,Winter,JPN,39,29,"['Alpine Skiing' 'Biathlon' 'Bobsleigh' 'Speed Skating' 'Luge'
 'Figure Skating' 'Nordic Combined' 'Ski Jumping' 'Cross Country Skiing']",Japan,
1423,1988,Summer,JPN,255,166,"['Rowing' 'Wrestling' 'Rhythmic Gymnastics' 'Athletics' 'Diving' 'Sailing'
 'Cycling' 'Fencing' 'Shooting' 'Volleyball' 'Handball' 'Swimming'
 'Archery' 'Weightlifting' 'Boxing' 'Table Tennis' 'Judo' 'Gymnastics'
 'Tennis' 'Equestrianism' 'Canoeing' 'Synchronized Swimming'
 'Modern Pentathlon']",Japan,
1424,1988,Winter,JPN,48,40,"['Nordic Combined' 'Speed Skating' 'Alpine Skiing' 'Cross Country Skiing'
 'Luge' 'Figure Skating' 'Biathlon' 'Ski Jumping' 'Bobsleigh']",Japan,
1425,1992,Summer,JPN,256,166,"['Fencing' 'Rowing' 'Wrestling' 'Gymnastics' 'Cycling' 'Athletics'
 'Volleyball' 'Swimming' 'Shooting' 'Tennis' 'Boxing' 'Judo' 'Canoeing'
 'Archery' 'Sailing' 'Equestrianism' 'Weightlifting' 'Table Tennis'
 'Baseball' 'Badminton' 'Diving' 'Rhythmic Gymnastics'
 'Synchronized Swimming' 'Modern Pentathlon']",Japan,
1426,1992,Winter,JPN,60,50,"['Nordic Combined' 'Short Track Speed Skating' 'Cross Country Skiing'
 'Speed Skating' 'Ski Jumping' 'Biathlon' 'Figure Skating' 'Alpine Skiing'
 'Luge' 'Bobsleigh' 'Freestyle Skiing']",Japan,
1427,1994,Winter,JPN,59,49,"['Nordic Combined' 'Short Track Speed Skating' 'Cross Country Skiing'
 'Speed Skating' 'Ski Jumping' 'Alpine Skiing' 'Biathlon' 'Figure Skating'
 'Freestyle Skiing' 'Bobsleigh' 'Luge']",Japan,
1428,1996,Summer,JPN,306,168,"['Wrestling' 'Canoeing' 'Football' 'Softball' 'Judo' 'Swimming' 'Fencing'
 'Athletics' 'Tennis' 'Synchronized Swimming' 'Beach Volleyball'
 'Baseball' 'Equestrianism' 'Basketball' 'Rowing' 'Gymnastics' 'Cycling'
 'Sailing' 'Weightlifting' 'Volleyball' 'Shooting' 'Diving' 'Archery'
 'Table Tennis' 'Badminton' 'Boxing' 'Rhythmic Gymnastics']",Japan,
1429,1998,Winter,JPN,156,65,"['Figure Skating' 'Freestyle Skiing' 'Cross Country Skiing' 'Bobsleigh'
 'Speed Skating' 'Ice Hockey' 'Ski Jumping' 'Alpine Skiing' 'Snowboarding'
 'Curling' 'Biathlon' 'Luge' 'Short Track Speed Skating' 'Nordic Combined']",Japan,
1430,2000,Summer,JPN,266,156,"['Baseball' 'Cycling' 'Softball' 'Canoeing' 'Judo' 'Fencing' 'Swimming'
 'Tennis' 'Athletics' 'Archery' 'Synchronized Swimming' 'Table Tennis'
 'Gymnastics' 'Triathlon' 'Trampolining' 'Equestrianism' 'Sailing'
 'Rowing' 'Shooting' 'Taekwondo' 'Football' 'Badminton' 'Weightlifting'
 'Rhythmic Gymnastics' 'Beach Volleyball' 'Wrestling' 'Diving' 'Boxing']",Japan,
1431,2002,Winter,JPN,103,66,"['Cross Country Skiing' 'Bobsleigh' 'Ski Jumping' 'Speed Skating'
 'Snowboarding' 'Freestyle Skiing' 'Curling' 'Alpine Skiing'
 'Figure Skating' 'Skeleton' 'Biathlon' 'Short Track Speed Skating'
 'Nordic Combined' 'Luge']",Japan,
1432,2004,Summer,JPN,305,169,"['Football' 'Athletics' 'Canoeing' 'Baseball' 'Swimming' 'Judo'
 'Table Tennis' 'Tennis' 'Hockey' 'Basketball' 'Synchronized Swimming'
 'Archery' 'Cycling' 'Wrestling' 'Fencing' 'Shooting' 'Equestrianism'
 'Triathlon' 'Trampolining' 'Boxing' 'Sailing' 'Weightlifting'
 'Gymnastics' 'Softball' 'Rowing' 'Volleyball' 'Beach Volleyball'
 'Badminton' 'Diving' 'Rhythmic Gymnastics' 'Taekwondo']",Japan,
1433,2006,Winter,JPN,110,70,"['Figure Skating' 'Short Track Speed Skating' 'Snowboarding' 'Biathlon'
 'Cross Country Skiing' 'Luge' 'Ski Jumping' 'Nordic Combined'
 'Freestyle Skiing' 'Curling' 'Bobsleigh' 'Alpine Skiing' 'Speed Skating'
 'Skeleton']",Japan,
1434,2008,Summer,JPN,332,176,"['Baseball' 'Athletics' 'Football' 'Synchronized Swimming' 'Volleyball'
 'Beach Volleyball' 'Cycling' 'Hockey' 'Fencing' 'Softball'
 'Rhythmic Gymnastics' 'Swimming' 'Table Tennis' 'Archery' 'Wrestling'
 'Canoeing' 'Shooting' 'Judo' 'Badminton' 'Trampolining' 'Equestrianism'
 'Triathlon' 'Sailing' 'Rowing' 'Gymnastics' 'Boxing' 'Weightlifting'
 'Tennis' 'Modern Pentathlon' 'Diving' 'Taekwondo']",Japan,
1435,2010,Winter,JPN,91,61,"['Figure Skating' 'Snowboarding' 'Bobsleigh' 'Speed Skating'
 'Freestyle Skiing' 'Short Track Speed Skating' 'Cross Country Skiing'
 'Luge' 'Biathlon' 'Curling' 'Ski Jumping' 'Nordic Combined' 'Skeleton'
 'Alpine Skiing']",Japan,
1436,2012,Summer,JPN,291,178,"['Athletics' 'Triathlon' 'Synchronized Swimming' 'Hockey' 'Judo'
 'Football' 'Volleyball' 'Cycling' 'Beach Volleyball' 'Fencing' 'Sailing'
 'Badminton' 'Swimming' 'Wrestling' 'Rhythmic Gymnastics' 'Table Tennis'
 'Rowing' 'Archery' 'Taekwondo' 'Canoeing' 'Equestrianism' 'Trampolining'
 'Tennis' 'Gymnastics' 'Shooting' 'Modern Pentathlon' 'Weightlifting'
 'Boxing' 'Diving']",Japan,
1437,2014,Winter,JPN,109,59,"['Ice Hockey' 'Snowboarding' 'Figure Skating' 'Freestyle Skiing'
 'Speed Skating' 'Curling' 'Biathlon' 'Cross Country Skiing'
 'Short Track Speed Skating' 'Ski Jumping' 'Luge' 'Nordic Combined'
 'Bobsleigh' 'Skeleton' 'Alpine Skiing']",Japan,
1438,2016,Summer,JPN,335,186,"['Water Polo' 'Shooting' 'Weightlifting' 'Fencing' 'Swimming' 'Athletics'
 'Volleyball' 'Cycling' 'Hockey' 'Football' 'Judo' 'Tennis' 'Sailing'
 'Wrestling' 'Badminton' 'Table Tennis' 'Rugby Sevens' 'Equestrianism'
 'Archery' 'Synchronized Swimming' 'Taekwondo' 'Canoeing'
 'Rhythmic Gymnastics' 'Golf' 'Diving' 'Trampolining' 'Modern Pentathlon'
 'Gymnastics' 'Triathlon' 'Basketball' 'Boxing' 'Rowing']",Japan,
1439,1912,Summer,POL,1,1,['Art Competitions'],Poland,
1440,1924,Summer,POL,65,38,"['Athletics' 'Fencing' 'Football' 'Shooting' 'Sailing' 'Rowing'
 'Equestrianism' 'Boxing' 'Cycling' 'Wrestling']",Poland,
1441,1924,Winter,POL,7,10,"['Cross Country Skiing' 'Nordic Combined' 'Military Ski Patrol'
 'Speed Skating' 'Ski Jumping']",Poland,
1442,1928,Summer,POL,93,44,"['Equestrianism' 'Athletics' 'Rowing' 'Wrestling' 'Art Competitions'
 'Fencing' 'Boxing' 'Swimming' 'Cycling' 'Modern Pentathlon' 'Sailing']",Poland,
1443,1928,Winter,POL,24,6,"['Ice Hockey' 'Bobsleigh' 'Cross Country Skiing' 'Ski Jumping'
 'Nordic Combined']",Poland,
1444,1932,Summer,POL,51,21,['Art Competitions' 'Rowing' 'Fencing' 'Athletics'],Poland,
1445,1932,Winter,POL,15,5,['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Ice Hockey'],Poland,
1446,1936,Summer,POL,144,55,"['Football' 'Art Competitions' 'Swimming' 'Canoeing' 'Athletics' 'Rowing'
 'Shooting' 'Boxing' 'Gymnastics' 'Fencing' 'Sailing' 'Basketball'
 'Equestrianism' 'Cycling' 'Wrestling']",Poland,
1447,1936,Winter,POL,20,9,"['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Alpine Skiing'
 'Speed Skating' 'Ice Hockey']",Poland,
1448,1948,Summer,POL,38,28,['Athletics' 'Boxing' 'Art Competitions' 'Fencing' 'Canoeing'],Poland,
1449,1948,Winter,POL,29,8,"['Ice Hockey' 'Cross Country Skiing' 'Ski Jumping' 'Nordic Combined'
 'Alpine Skiing']",Poland,
1450,1952,Summer,POL,125,74,"['Hockey' 'Football' 'Boxing' 'Athletics' 'Weightlifting' 'Swimming'
 'Shooting' 'Gymnastics' 'Wrestling' 'Fencing' 'Rowing']",Poland,
1451,1952,Winter,POL,30,9,['Ice Hockey' 'Alpine Skiing' 'Cross Country Skiing' 'Ski Jumping'],Poland,
1452,1956,Summer,POL,64,48,"['Athletics' 'Weightlifting' 'Rowing' 'Boxing' 'Swimming' 'Canoeing'
 'Gymnastics' 'Shooting' 'Fencing']",Poland,
1453,1956,Winter,POL,51,17,"['Ice Hockey' 'Cross Country Skiing' 'Bobsleigh' 'Alpine Skiing'
 'Nordic Combined' 'Ski Jumping']",Poland,
1454,1960,Summer,POL,185,108,"['Boxing' 'Swimming' 'Rowing' 'Equestrianism' 'Weightlifting' 'Athletics'
 'Football' 'Cycling' 'Hockey' 'Basketball' 'Wrestling' 'Gymnastics'
 'Fencing' 'Shooting' 'Canoeing' 'Diving' 'Modern Pentathlon']",Poland,
1455,1960,Winter,POL,13,11,['Cross Country Skiing' 'Nordic Combined' 'Speed Skating' 'Ski Jumping'],Poland,
1456,1964,Summer,POL,140,87,"['Fencing' 'Canoeing' 'Gymnastics' 'Athletics' 'Weightlifting' 'Cycling'
 'Boxing' 'Basketball' 'Volleyball' 'Wrestling' 'Shooting' 'Rowing']",Poland,
1457,1964,Winter,POL,51,24,"['Cross Country Skiing' 'Alpine Skiing' 'Luge' 'Nordic Combined'
 'Ice Hockey' 'Biathlon' 'Ski Jumping' 'Speed Skating']",Poland,
1458,1968,Summer,POL,177,112,"['Volleyball' 'Fencing' 'Canoeing' 'Athletics' 'Weightlifting' 'Cycling'
 'Wrestling' 'Rowing' 'Basketball' 'Gymnastics' 'Shooting' 'Boxing'
 'Sailing' 'Swimming' 'Equestrianism' 'Diving']",Poland,
1459,1968,Winter,POL,31,17,"['Alpine Skiing' 'Cross Country Skiing' 'Luge' 'Biathlon' 'Ski Jumping'
 'Nordic Combined' 'Figure Skating']",Poland,
1460,1972,Summer,POL,290,150,"['Judo' 'Volleyball' 'Football' 'Fencing' 'Handball' 'Canoeing'
 'Athletics' 'Cycling' 'Gymnastics' 'Weightlifting' 'Basketball' 'Sailing'
 'Boxing' 'Shooting' 'Rowing' 'Hockey' 'Swimming' 'Wrestling'
 'Equestrianism' 'Diving' 'Archery' 'Modern Pentathlon']",Poland,
1461,1972,Winter,POL,47,17,"['Alpine Skiing' 'Ice Hockey' 'Figure Skating' 'Cross Country Skiing'
 'Nordic Combined' 'Biathlon' 'Ski Jumping' 'Luge']",Poland,
1462,1976,Summer,POL,207,116,"['Judo' 'Rowing' 'Handball' 'Volleyball' 'Fencing' 'Football' 'Boxing'
 'Athletics' 'Sailing' 'Shooting' 'Cycling' 'Canoeing' 'Gymnastics'
 'Weightlifting' 'Wrestling' 'Modern Pentathlon' 'Archery' 'Swimming']",Poland,
1463,1976,Winter,POL,56,25,"['Alpine Skiing' 'Ski Jumping' 'Figure Skating' 'Luge' 'Ice Hockey'
 'Cross Country Skiing' 'Nordic Combined' 'Speed Skating' 'Biathlon']",Poland,
1464,1980,Summer,POL,306,162,"['Rowing' 'Boxing' 'Athletics' 'Judo' 'Hockey' 'Modern Pentathlon'
 'Sailing' 'Swimming' 'Fencing' 'Wrestling' 'Basketball' 'Equestrianism'
 'Volleyball' 'Handball' 'Cycling' 'Weightlifting' 'Canoeing' 'Shooting'
 'Diving' 'Gymnastics' 'Archery']",Poland,
1465,1980,Winter,POL,30,13,"['Ski Jumping' 'Ice Hockey' 'Nordic Combined' 'Speed Skating'
 'Cross Country Skiing']",Poland,
1466,1984,Winter,POL,30,13,"['Ice Hockey' 'Ski Jumping' 'Figure Skating' 'Alpine Skiing'
 'Cross Country Skiing' 'Speed Skating']",Poland,
1467,1988,Summer,POL,143,105,"['Fencing' 'Athletics' 'Judo' 'Rhythmic Gymnastics' 'Shooting' 'Sailing'
 'Rowing' 'Cycling' 'Modern Pentathlon' 'Swimming' 'Wrestling' 'Canoeing'
 'Boxing' 'Table Tennis' 'Weightlifting' 'Archery' 'Equestrianism'
 'Tennis' 'Diving']",Poland,
1468,1988,Winter,POL,32,16,"['Ice Hockey' 'Nordic Combined' 'Speed Skating' 'Figure Skating'
 'Ski Jumping' 'Alpine Skiing']",Poland,
1469,1992,Summer,POL,201,136,"['Football' 'Swimming' 'Equestrianism' 'Badminton' 'Weightlifting'
 'Cycling' 'Boxing' 'Rowing' 'Athletics' 'Rhythmic Gymnastics' 'Canoeing'
 'Judo' 'Sailing' 'Wrestling' 'Shooting' 'Fencing' 'Modern Pentathlon'
 'Archery' 'Table Tennis' 'Diving' 'Tennis']",Poland,
1470,1992,Winter,POL,53,35,"['Speed Skating' 'Ice Hockey' 'Cross Country Skiing' 'Biathlon'
 'Figure Skating' 'Nordic Combined' 'Ski Jumping' 'Alpine Skiing' 'Luge']",Poland,
1471,1994,Winter,POL,28,26,"['Cross Country Skiing' 'Figure Skating' 'Speed Skating' 'Biathlon' 'Luge'
 'Ski Jumping' 'Alpine Skiing' 'Nordic Combined']",Poland,
1472,1996,Summer,POL,165,126,"['Cycling' 'Canoeing' 'Boxing' 'Rowing' 'Athletics' 'Table Tennis'
 'Swimming' 'Sailing' 'Equestrianism' 'Weightlifting' 'Shooting'
 'Modern Pentathlon' 'Volleyball' 'Archery' 'Wrestling' 'Fencing' 'Tennis'
 'Judo' 'Badminton' 'Rhythmic Gymnastics']",Poland,
1473,1998,Winter,POL,39,35,"['Speed Skating' 'Alpine Skiing' 'Cross Country Skiing' 'Biathlon'
 'Ski Jumping' 'Bobsleigh' 'Figure Skating' 'Snowboarding' 'Luge'
 'Short Track Speed Skating']",Poland,
1474,2000,Summer,POL,187,133,"['Athletics' 'Canoeing' 'Boxing' 'Rowing' 'Gymnastics' 'Table Tennis'
 'Modern Pentathlon' 'Rhythmic Gymnastics' 'Sailing' 'Basketball'
 'Archery' 'Cycling' 'Hockey' 'Wrestling' 'Shooting' 'Fencing'
 'Weightlifting' 'Swimming' 'Badminton' 'Judo']",Poland,
1475,2002,Winter,POL,27,27,"['Speed Skating' 'Alpine Skiing' 'Bobsleigh' 'Figure Skating' 'Biathlon'
 'Cross Country Skiing' 'Snowboarding' 'Ski Jumping'
 'Short Track Speed Skating']",Poland,
1476,2004,Summer,POL,194,124,"['Volleyball' 'Rhythmic Gymnastics' 'Canoeing' 'Wrestling' 'Athletics'
 'Swimming' 'Table Tennis' 'Modern Pentathlon' 'Shooting' 'Sailing'
 'Rowing' 'Cycling' 'Judo' 'Weightlifting' 'Archery' 'Tennis' 'Fencing'
 'Equestrianism' 'Boxing' 'Badminton' 'Taekwondo']",Poland,
1477,2006,Winter,POL,45,47,"['Biathlon' 'Ski Jumping' 'Snowboarding' 'Alpine Skiing' 'Figure Skating'
 'Cross Country Skiing' 'Short Track Speed Skating' 'Bobsleigh' 'Luge'
 'Speed Skating' 'Skeleton']",Poland,
1478,2008,Summer,POL,257,165,"['Judo' 'Fencing' 'Badminton' 'Athletics' 'Swimming' 'Volleyball'
 'Canoeing' 'Wrestling' 'Rowing' 'Handball' 'Cycling' 'Gymnastics'
 'Table Tennis' 'Modern Pentathlon' 'Shooting' 'Weightlifting' 'Sailing'
 'Triathlon' 'Archery' 'Tennis' 'Boxing' 'Rhythmic Gymnastics'
 'Equestrianism']",Poland,
1479,2010,Winter,POL,46,50,"['Speed Skating' 'Short Track Speed Skating' 'Figure Skating' 'Biathlon'
 'Alpine Skiing' 'Ski Jumping' 'Cross Country Skiing' 'Snowboarding'
 'Bobsleigh' 'Luge' 'Freestyle Skiing']",Poland,
1480,2012,Summer,POL,210,148,"['Judo' 'Rowing' 'Badminton' 'Athletics' 'Wrestling' 'Shooting'
 'Volleyball' 'Cycling' 'Weightlifting' 'Swimming' 'Fencing' 'Triathlon'
 'Modern Pentathlon' 'Archery' 'Beach Volleyball' 'Tennis' 'Table Tennis'
 'Canoeing' 'Sailing' 'Gymnastics' 'Taekwondo' 'Boxing' 'Equestrianism'
 'Rhythmic Gymnastics']",Poland,
1481,2014,Winter,POL,58,58,"['Cross Country Skiing' 'Speed Skating' 'Alpine Skiing' 'Nordic Combined'
 'Biathlon' 'Snowboarding' 'Bobsleigh' 'Ski Jumping' 'Luge'
 'Short Track Speed Skating' 'Freestyle Skiing']",Poland,
1482,2016,Summer,POL,234,144,"['Athletics' 'Rowing' 'Wrestling' 'Swimming' 'Volleyball' 'Sailing'
 'Handball' 'Cycling' 'Shooting' 'Weightlifting' 'Beach Volleyball'
 'Badminton' 'Table Tennis' 'Canoeing' 'Boxing' 'Tennis' 'Triathlon'
 'Fencing' 'Gymnastics' 'Archery' 'Modern Pentathlon' 'Taekwondo' 'Judo'
 'Equestrianism']",Poland,
1483,1912,Summer,POR,6,8,['Fencing' 'Athletics' 'Wrestling'],Portugal,
1484,1920,Summer,POR,13,7,['Shooting' 'Fencing'],Portugal,
1485,1924,Summer,POR,28,16,"['Shooting' 'Sailing' 'Fencing' 'Equestrianism' 'Athletics' 'Swimming'
 'Weightlifting' 'Tennis']",Portugal,
1486,1928,Summer,POR,32,14,"['Football' 'Wrestling' 'Sailing' 'Fencing' 'Modern Pentathlon'
 'Athletics' 'Equestrianism' 'Weightlifting']",Portugal,
1487,1932,Summer,POR,6,4,['Modern Pentathlon' 'Shooting' 'Athletics'],Portugal,
1488,1936,Summer,POR,19,10,['Shooting' 'Equestrianism' 'Fencing' 'Sailing' 'Athletics'],Portugal,
1489,1948,Summer,POR,48,22,"['Equestrianism' 'Sailing' 'Shooting' 'Rowing' 'Fencing' 'Athletics'
 'Art Competitions' 'Swimming']",Portugal,
1490,1952,Summer,POR,71,45,"['Water Polo' 'Gymnastics' 'Rowing' 'Swimming' 'Fencing' 'Sailing'
 'Equestrianism' 'Athletics' 'Shooting' 'Modern Pentathlon']",Portugal,
1491,1952,Winter,POR,1,1,['Alpine Skiing'],Portugal,
1492,1956,Summer,POR,12,7,['Equestrianism' 'Sailing'],Portugal,
1493,1960,Summer,POR,65,52,"['Athletics' 'Shooting' 'Fencing' 'Sailing' 'Wrestling' 'Equestrianism'
 'Gymnastics' 'Swimming' 'Rowing' 'Cycling' 'Weightlifting']",Portugal,
1494,1964,Summer,POR,20,20,"['Athletics' 'Swimming' 'Sailing' 'Equestrianism' 'Shooting' 'Gymnastics'
 'Judo']",Portugal,
1495,1968,Summer,POR,20,24,['Gymnastics' 'Sailing' 'Fencing' 'Athletics' 'Wrestling' 'Weightlifting'],Portugal,
1496,1972,Summer,POR,29,28,"['Athletics' 'Sailing' 'Shooting' 'Rowing' 'Equestrianism' 'Weightlifting'
 'Wrestling' 'Judo']",Portugal,
1497,1976,Summer,POR,19,27,['Swimming' 'Athletics' 'Wrestling' 'Judo' 'Shooting' 'Sailing'],Portugal,
1498,1980,Summer,POR,11,17,['Swimming' 'Gymnastics' 'Judo' 'Athletics' 'Weightlifting' 'Boxing'],Portugal,
1499,1984,Summer,POR,38,32,"['Sailing' 'Athletics' 'Modern Pentathlon' 'Rhythmic Gymnastics'
 'Shooting' 'Weightlifting' 'Judo' 'Diving' 'Fencing' 'Swimming' 'Archery']",Portugal,
1500,1988,Summer,POR,65,59,"['Athletics' 'Swimming' 'Sailing' 'Fencing' 'Modern Pentathlon' 'Canoeing'
 'Shooting' 'Judo' 'Equestrianism' 'Archery' 'Weightlifting'
 'Rhythmic Gymnastics' 'Wrestling' 'Gymnastics']",Portugal,
1501,1988,Winter,POR,5,2,['Bobsleigh'],Portugal,
